id_relatorio,setor,descricao_bruta,risco_declarado,temperatura_local
REL-1792,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 181),Alto,33.276620703266794
REL-1793,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 106),Baixo,29.582614543507454
REL-1794,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 633),Médio,32.56086281379785
REL-1795,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 183),Baixo,38.51126976344236
REL-1796,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 273),Crítico,26.223595881850237
REL-1797,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 710),Baixo,25.800925123747756
REL-1798,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 684),Crítico,32.65374149798623
REL-1799,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 576),Crítico,37.68712767218637
REL-1800,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 672),Baixo,27.285363318034168
REL-1801,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 778),Baixo,33.619434689273064
REL-1802,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 81),Alto,27.767481444634697
REL-1803,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 261),Crítico,31.619170852109537
REL-1804,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 831),Alto,39.51904615566534
REL-1805,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 640),Crítico,33.77442301225099
REL-1806,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 166),Baixo,39.702925990926786
REL-1807,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 717),Baixo,29.84825071894756
REL-1808,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 528),Crítico,36.6688218408968
REL-1809,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 202),Baixo,32.13422133239234
REL-1810,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 412),Baixo,32.4098905784271
REL-1811,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 219),Crítico,37.878066454571616
REL-1812,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 420),Baixo,34.73887358358732
REL-1813,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 104),Baixo,38.68022856929495
REL-1814,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 352),Baixo,27.607986128487983
REL-1815,Civil,Tudo em conformidade com as normas de segurança. (Ref: 991),Crítico,33.316690187067934
REL-1816,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 511),Médio,29.532683330525565
REL-1817,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 645),Crítico,34.24367118584885
REL-1818,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 863),Crítico,27.13675751694513
REL-1819,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 291),Baixo,30.35523239444018
REL-1820,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 120),Crítico,32.487102696506255
REL-1821,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 144),Alto,31.474375836396618
REL-1822,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 967),Médio,37.00973917224216
REL-1823,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 569),Baixo,34.58265023567077
REL-1824,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 141),Baixo,25.042432273340467
REL-1825,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 368),Alto,39.82174313323464
REL-1826,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 993),Médio,31.92043651071977
REL-1827,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 602),Baixo,36.57416554055113
REL-1828,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 81),Baixo,28.240316130635588
REL-1829,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 219),Alto,31.26512190353846
REL-1830,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 167),Alto,30.733923204513623
REL-1831,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 904),Baixo,31.44042278790549
REL-1832,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 801),Médio,35.14857171498198
REL-1833,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 882),Alto,36.30409187764875
REL-1834,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 338),Baixo,33.3522605928015
REL-1835,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 576),Baixo,37.5190749363797
REL-1836,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 942),Alto,31.841664815930166
REL-1837,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 376),Crítico,32.88371413870671
REL-1838,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 315),Médio,37.34219940934585
REL-1839,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 132),Médio,38.56498838242456
REL-1840,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 49),Crítico,33.87054314106227
REL-1841,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 908),Baixo,37.840442031923345
REL-1842,Civil,Tudo em conformidade com as normas de segurança. (Ref: 642),Médio,35.62206609776271
REL-1843,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 664),Médio,34.20130958496349
REL-1844,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 966),Baixo,29.28515209161218
REL-1845,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 627),Médio,36.96962219195387
REL-1846,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 755),Baixo,34.506044598221536
REL-1847,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 982),Médio,32.83975176930991
REL-1848,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 695),Baixo,32.95250181966014
REL-1849,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 488),Baixo,30.755355589578627
REL-1850,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 822),Crítico,32.8083210161042
REL-1851,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 505),Baixo,39.85145283482071
REL-1852,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 971),Médio,32.02990225522814
REL-1853,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 598),Alto,38.140958951657005
REL-1854,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 853),Médio,38.08118772656805
REL-1855,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 920),Crítico,29.822985758291985
REL-1856,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 966),Alto,39.105618099645866
REL-1857,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 819),Alto,26.180978862734072
REL-1858,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 406),Crítico,30.759011466621843
REL-1859,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 400),Crítico,33.84505762002051
REL-1860,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 805),Crítico,27.983192270515808
REL-1861,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 698),Baixo,35.59290758373438
REL-1862,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 139),Baixo,31.404182756395947
REL-1863,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 906),Médio,33.11052510543845
REL-1864,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 823),Crítico,37.25746323088778
REL-1865,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 977),Alto,33.097237349429875
REL-1866,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 318),Baixo,39.63901838818321
REL-1867,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 572),Médio,30.556238686022297
REL-1868,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 448),Alto,30.468574738078065
REL-1869,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 150),Baixo,25.93119999434855
REL-1870,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 778),Crítico,36.86658489255477
REL-1871,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 79),Crítico,30.0466967689133
REL-1872,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 592),Crítico,27.096936139583782
REL-1873,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 630),Alto,32.79601548493811
REL-1874,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 131),Baixo,28.129046353063256
REL-1875,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 825),Baixo,36.420510284523615
REL-1876,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 62),Alto,25.28031307443631
REL-1877,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 635),Crítico,39.3168040419889
REL-1878,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 960),Médio,30.13353787587493
REL-1879,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 994),Alto,37.41831213773787
REL-1880,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 852),Médio,31.303040974801974
REL-1881,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 457),Baixo,26.96261263019662
REL-1882,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 849),Baixo,33.83628019078897
REL-1883,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 125),Baixo,25.813119569313344
REL-1884,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 667),Alto,35.14033157181161
REL-1885,Civil,Tudo em conformidade com as normas de segurança. (Ref: 776),Baixo,33.82856873600747
REL-1886,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 493),Médio,38.18106086416977
REL-1887,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 364),Crítico,27.438687511335534
REL-1888,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 416),Crítico,32.31950625756506
REL-1889,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 514),Crítico,39.29898390448793
REL-1890,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 76),Alto,36.22383168145545
REL-1891,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 283),Alto,25.27441332251805
REL-1892,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 505),Crítico,28.701149400386328
REL-1893,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 205),Crítico,34.91514261324812
REL-1894,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 181),Médio,39.64691248359597
REL-1895,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 745),Crítico,31.168277479431374
REL-1896,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 329),Baixo,25.634904950495567
REL-1897,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 792),Crítico,34.917822054095325
REL-1898,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 61),Médio,39.28650663810849
REL-1899,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 457),Alto,26.238397437065778
REL-1900,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 533),Crítico,37.28420210294491
REL-1901,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 391),Crítico,29.19568375225679
REL-1902,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 202),Baixo,33.9507122845212
REL-1903,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 640),Médio,33.1796527708766
REL-1904,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 605),Alto,31.08856115078668
REL-1905,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 119),Alto,35.85759106386371
REL-1906,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 907),Crítico,34.57112603805572
REL-1907,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 809),Crítico,29.820232410160056
REL-1908,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 959),Médio,30.808841801965336
REL-1909,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 355),Médio,39.225586606014886
REL-1910,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 865),Crítico,32.06658131739827
REL-1911,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 216),Alto,30.90300906750202
REL-1912,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 342),Alto,38.69954962345184
REL-1913,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 660),Alto,25.583477611085307
REL-1914,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 895),Baixo,27.081101794429227
REL-1915,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 861),Crítico,27.738796434224376
REL-1916,Civil,Tudo em conformidade com as normas de segurança. (Ref: 674),Crítico,33.8626880356467
REL-1917,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 783),Crítico,26.920336573128367
REL-1918,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 365),Médio,32.816878699872206
REL-1919,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 797),Médio,26.70387499509441
REL-1920,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 1),Alto,34.39685316172098
REL-1921,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 682),Baixo,29.85802354656253
REL-1922,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 604),Crítico,31.814219724703108
REL-1923,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 404),Alto,32.994075859380615
REL-1924,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 642),Médio,26.522243025158577
REL-1925,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 38),Alto,26.333965204195444
REL-1926,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 825),Médio,28.612034869420203
REL-1927,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 353),Baixo,33.72214441008116
REL-1928,Hidráulica,Fiação exposta próxima à área úmida no setor norte. (Ref: 63),Alto,29.70440960997849
REL-1929,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 151),Baixo,28.093954405927118
REL-1930,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 131),Baixo,36.826831161864376
REL-1931,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 402),Alto,28.82520477051184
REL-1932,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 932),Alto,28.76784136515556
REL-1933,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 343),Alto,27.751518133472988
REL-1934,Elétrica,Rachadura identificada no pilar B4 após concretagem. (Ref: 901),Alto,32.04976334572556
REL-1935,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 31),Crítico,38.95718063454646
REL-1936,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 12),Alto,35.531640560032216
REL-1937,Elétrica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 455),Baixo,27.722741066984195
REL-1938,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 63),Médio,37.31183583322556
REL-1939,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 862),Crítico,38.4249713263837
REL-1940,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 449),Médio,28.577378864454385
REL-1941,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 835),Alto,27.79655844795093
REL-1942,Hidráulica,Escada de acesso sem corrimão instalado corretamente. (Ref: 545),Crítico,32.75792320780153
REL-1943,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 724),Médio,32.30986454344974
REL-1944,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 347),Médio,39.092347513161286
REL-1945,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 255),Alto,28.372397807776245
REL-1946,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 677),Alto,39.44190130968148
REL-1947,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 280),Crítico,28.66953540723005
REL-1948,Hidráulica,Material acumulado bloqueando a saída de emergência. (Ref: 641),Médio,30.71889274960737
REL-1949,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 102),Baixo,37.6905264771054
REL-1950,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 491),Alto,36.53681046011721
REL-1951,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 980),Baixo,29.355619099859112
REL-1952,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 354),Alto,38.63476864474563
REL-1953,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 55),Baixo,25.473728596639987
REL-1954,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 137),Baixo,28.751803748831904
REL-1955,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 610),Baixo,30.341063949244656
REL-1956,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 436),Crítico,27.080448290689063
REL-1957,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 651),Baixo,35.615763421467484
REL-1958,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 562),Baixo,37.50003553390455
REL-1959,Civil,Vazamento de óleo no guindaste durante operação de carga. (Ref: 846),Alto,38.29840587058485
REL-1960,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 522),Crítico,33.166702664528586
REL-1961,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 729),Crítico,33.54190384848949
REL-1962,Elétrica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 19),Médio,39.60610861296217
REL-1963,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 477),Alto,35.68875088913539
REL-1964,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 421),Crítico,25.819536845130703
REL-1965,Elétrica,Tudo em conformidade com as normas de segurança. (Ref: 144),Alto,28.903847793245564
REL-1966,Civil,Rachadura identificada no pilar B4 após concretagem. (Ref: 313),Médio,39.008781573410495
REL-1967,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 645),Alto,38.15822650589163
REL-1968,Hidráulica,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 169),Baixo,25.140358262541408
REL-1969,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 630),Crítico,36.416658894178994
REL-1970,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 636),Alto,28.62191248384341
REL-1971,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 652),Médio,28.83718045214231
REL-1972,Civil,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 169),Alto,35.446382866492684
REL-1973,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 83),Crítico,28.210155643025175
REL-1974,Segurança,Tudo em conformidade com as normas de segurança. (Ref: 676),Crítico,27.88602949516298
REL-1975,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 658),Crítico,32.13043810511762
REL-1976,Elétrica,Material acumulado bloqueando a saída de emergência. (Ref: 300),Alto,31.523018345748547
REL-1977,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 265),Médio,26.00194705821401
REL-1978,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 677),Alto,32.48449467928249
REL-1979,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 799),Crítico,38.53265565036641
REL-1980,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 687),Médio,36.61884676237075
REL-1981,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 634),Médio,29.474287835646816
REL-1982,Elétrica,Fiação exposta próxima à área úmida no setor norte. (Ref: 355),Médio,31.818688783161683
REL-1983,Segurança,Escada de acesso sem corrimão instalado corretamente. (Ref: 7),Crítico,31.097379788233276
REL-1984,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 483),Alto,37.45124065018176
REL-1985,Segurança,Ausência de uso de EPI (capacete) por três operários na laje. (Ref: 338),Médio,35.35750280648039
REL-1986,Elétrica,Escada de acesso sem corrimão instalado corretamente. (Ref: 30),Crítico,29.49063475169289
REL-1987,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 556),Crítico,25.32611708948686
REL-1988,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 632),Médio,25.916843514990028
REL-1989,Segurança,Material acumulado bloqueando a saída de emergência. (Ref: 987),Médio,38.94627144794189
REL-1990,Hidráulica,Tudo em conformidade com as normas de segurança. (Ref: 144),Baixo,29.87266320888742
REL-1991,Segurança,Rachadura identificada no pilar B4 após concretagem. (Ref: 886),Crítico,34.56674228983206
REL-1992,Civil,Fiação exposta próxima à área úmida no setor norte. (Ref: 743),Baixo,26.693867827104796
REL-1993,Civil,Material acumulado bloqueando a saída de emergência. (Ref: 356),Alto,27.0792274322329
REL-1994,Segurança,Fiação exposta próxima à área úmida no setor norte. (Ref: 372),Médio,36.92965071698128
REL-1995,Hidráulica,Rachadura identificada no pilar B4 após concretagem. (Ref: 526),Crítico,31.584554984798846
REL-1996,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 686),Alto,30.184420708206332
REL-1997,Hidráulica,Vazamento de óleo no guindaste durante operação de carga. (Ref: 560),Crítico,35.50084172885322
REL-1998,Segurança,Vazamento de óleo no guindaste durante operação de carga. (Ref: 192),Crítico,27.572310933433307
REL-1999,Civil,Escada de acesso sem corrimão instalado corretamente. (Ref: 273),Médio,33.54786778533573
